UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
215275,"R",409,"R",0,"R",409,"R",106,"R",26,"R",152,"R",37,"R",0,"R",409,"R",4,"R",0,"R",156,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215284,"R",744,"R",0,"R",744,"R",213,"R",29,"R",343,"R",46,"R",0,"R",744,"R",4,"R",2,"R",347,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215293,"R",3702,"R",4,"R",3698,"R",2354,"R",64,"R",3007,"R",81,"R",0,"R",3698,"R",35,"R",7,"R",3042,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215309,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",153,"R",0,"R",153,"R",23,"R",15,"R",34,"R",22,"R",0,"R",153,"R",4,"R",0,"R",38,"R",25
215336,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",13,"R",76,"R",13,"R",76,"Z",0,"R",17,"R",0,"Z",0,"R",13,"R",76
215381,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",120,"R",0,"R",120,"R",76,"R",63,"R",81,"R",68,"R",0,"R",120,"R",0,"R",0,"R",81,"R",68
215390,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",108,"R",0,"R",108,"R",88,"R",81,"R",90,"R",83,"R",0,"R",108,"R",1,"R",0,"R",91,"R",84
215442,"R",536,"R",0,"R",536,"R",274,"R",51,"R",311,"R",58,"R",0,"R",536,"R",4,"R",0,"R",315,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215530,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",13,"R",81,"R",13,"R",81,"Z",0,"R",16,"R",0,"Z",0,"R",13,"R",81
215585,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",230,"R",1,"R",229,"R",9,"R",4,"R",35,"R",15,"R",1,"R",228,"R",12,"R",15,"R",47,"R",21
215594,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",7,"R",35,"R",9,"R",45,"Z",0,"R",20,"R",0,"Z",0,"R",9,"R",45
215637,"R",327,"R",0,"R",327,"R",34,"R",10,"R",38,"R",12,"R",0,"R",327,"R",0,"R",0,"R",38,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215655,"R",896,"R",0,"R",896,"R",401,"R",45,"R",549,"R",61,"R",0,"R",896,"R",7,"R",0,"R",556,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215682,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",138,"R",0,"R",138,"R",97,"R",70,"R",100,"R",72,"Z",0,"R",138,"R",0,"Z",0,"R",100,"R",72
215691,"R",101,"R",0,"R",101,"R",38,"R",38,"R",48,"R",48,"Z",0,"R",101,"R",0,"Z",0,"R",48,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215743,"R",429,"R",0,"R",429,"R",243,"R",57,"R",288,"R",67,"R",2,"R",427,"R",3,"R",0,"R",291,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215770,"R",1212,"R",0,"R",1212,"R",875,"R",72,"R",965,"R",80,"R",0,"R",1212,"R",6,"R",0,"R",971,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215798,"R",425,"R",3,"R",422,"R",261,"R",62,"R",307,"R",73,"R",0,"R",422,"R",2,"R",0,"R",309,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215886,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",79,"R",0,"R",79,"R",75,"R",95,"R",75,"R",95,"R",0,"R",79,"R",0,"R",0,"R",75,"R",95
215929,"R",950,"R",0,"R",950,"R",688,"R",72,"R",754,"R",79,"R",1,"R",949,"R",3,"R",1,"R",757,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215947,"R",375,"R",3,"R",372,"R",160,"R",43,"R",210,"R",56,"R",0,"R",372,"R",6,"R",3,"R",216,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
215974,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",3,"R",23,"R",3,"R",23,"Z",0,"R",13,"R",0,"Z",0,"R",3,"R",23
215983,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",25,"R",86,"R",25,"R",86,"Z",0,"R",29,"R",0,"Z",0,"R",25,"R",86
215992,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",34,"R",63,"R",34,"R",63,"R",0,"R",54,"R",0,"R",0,"R",34,"R",63
216010,"R",1708,"R",2,"R",1706,"R",693,"R",41,"R",957,"R",56,"R",0,"R",1706,"R",18,"R",3,"R",975,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216038,"R",1575,"R",13,"R",1562,"R",808,"R",52,"R",1067,"R",68,"R",0,"R",1562,"R",14,"R",1,"R",1081,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216047,"R",15,"R",0,"R",15,"R",12,"R",80,"R",12,"R",80,"Z",0,"R",15,"R",0,"Z",0,"R",12,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216074,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",103,"R",0,"R",103,"R",91,"R",88,"R",91,"R",88,"Z",0,"R",103,"R",0,"Z",0,"R",91,"R",88
216083,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",201,"R",0,"R",201,"R",101,"R",50,"R",106,"R",53,"Z",0,"R",201,"R",0,"R",0,"R",106,"R",53
216223,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",38,"R",73,"R",38,"R",73,"Z",0,"R",52,"R",0,"Z",0,"R",38,"R",73
216278,"R",641,"R",0,"R",641,"R",443,"R",69,"R",472,"R",74,"Z",0,"R",641,"R",0,"Z",0,"R",472,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216287,"R",388,"R",1,"R",387,"R",339,"R",88,"R",364,"R",94,"R",0,"R",387,"R",1,"R",0,"R",365,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216296,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",376,"R",2,"R",374,"R",203,"R",54,"R",252,"R",67,"R",0,"R",374,"R",2,"R",1,"R",254,"R",68
216311,"R",32,"R",0,"R",32,"R",19,"R",59,"R",19,"R",59,"Z",0,"R",32,"R",0,"Z",0,"R",19,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216339,"R",4311,"R",6,"R",4305,"R",1920,"R",45,"R",3051,"R",71,"R",4,"R",4301,"R",26,"R",40,"R",3077,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216357,"R",352,"R",1,"R",351,"R",101,"R",29,"R",147,"R",42,"R",0,"R",351,"R",2,"Z",0,"R",149,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216418,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",167,"R",0,"R",167,"R",24,"R",14,"R",67,"R",40,"Z",0,"R",167,"R",0,"Z",0,"R",67,"R",40
216427,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",20,"R",71,"R",20,"R",71,"Z",0,"R",28,"R",0,"Z",0,"R",20,"R",71
216436,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",86,"R",0,"R",86,"R",48,"R",56,"R",48,"R",56,"Z",0,"R",86,"R",0,"Z",0,"R",48,"R",56
216445,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",79,"R",0,"R",79,"R",61,"R",77,"R",64,"R",81,"R",0,"R",79,"R",1,"Z",0,"R",65,"R",82
216454,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",66,"R",0,"R",66,"R",51,"R",77,"R",53,"R",80,"R",0,"R",66,"R",1,"R",0,"R",54,"R",82
216524,"R",442,"R",1,"R",441,"R",323,"R",73,"R",344,"R",78,"Z",0,"R",441,"R",0,"Z",0,"R",344,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216542,"R",147,"R",1,"R",146,"R",47,"R",32,"R",52,"R",36,"R",1,"R",145,"R",1,"R",0,"R",53,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216551,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",170,"R",0,"R",170,"R",40,"R",24,"R",47,"R",28,"R",0,"R",170,"R",0,"R",0,"R",47,"R",28
216579,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",38,"R",38,"R",64,"R",64,"R",0,"R",100,"R",0,"R",0,"R",64,"R",64
216597,"R",1648,"R",1,"R",1647,"R",1422,"R",86,"R",1488,"R",90,"R",0,"R",1647,"R",5,"R",2,"R",1493,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216667,"R",395,"R",0,"R",395,"R",281,"R",71,"R",300,"R",76,"Z",0,"R",395,"R",0,"Z",0,"R",300,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216694,"R",402,"R",1,"R",401,"R",213,"R",53,"R",242,"R",60,"Z",0,"R",401,"R",0,"Z",0,"R",242,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216746,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",82,"R",0,"R",82,"R",69,"R",84,"R",73,"R",89,"Z",0,"R",82,"R",0,"Z",0,"R",73,"R",89
216764,"R",2062,"R",2,"R",2060,"R",946,"R",46,"R",1444,"R",70,"R",0,"R",2060,"R",31,"R",5,"R",1475,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216773,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",10,"R",59,"R",10,"R",59,"Z",0,"R",17,"R",0,"Z",0,"R",10,"R",59
216782,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",49,"R",0,"R",49,"R",8,"R",16,"R",19,"R",39,"Z",0,"R",49,"R",0,"Z",0,"R",19,"R",39
216807,"R",402,"R",0,"R",402,"R",250,"R",62,"R",286,"R",71,"R",0,"R",402,"R",2,"R",1,"R",288,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216825,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",982,"R",0,"R",982,"R",62,"R",6,"R",162,"R",16,"R",1,"R",981,"R",51,"R",75,"R",213,"R",22
216852,"R",718,"R",0,"R",718,"R",298,"R",42,"R",407,"R",57,"R",0,"R",718,"R",2,"R",1,"R",409,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
216931,"R",499,"R",0,"R",499,"R",240,"R",48,"R",307,"R",62,"R",0,"R",499,"R",4,"R",1,"R",311,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217013,"R",96,"R",0,"R",96,"R",35,"R",36,"R",57,"R",59,"R",0,"R",96,"R",1,"R",2,"R",58,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217040,"R",20,"R",0,"R",20,"Z",0,"R",0,"R",3,"R",15,"Z",0,"R",20,"R",0,"Z",0,"R",3,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217059,"R",1228,"R",0,"R",1228,"R",481,"R",39,"R",737,"R",60,"R",0,"R",1228,"R",13,"R",3,"R",750,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217077,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",706,"R",1,"R",705,"R",311,"R",44,"R",476,"R",68,"R",0,"R",705,"R",0,"R",0,"R",476,"R",68
217156,"R",1499,"R",4,"R",1495,"R",1251,"R",84,"R",1428,"R",96,"R",0,"R",1495,"R",10,"Z",0,"R",1438,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217165,"R",831,"R",1,"R",830,"R",604,"R",73,"R",639,"R",77,"R",2,"R",828,"R",3,"R",1,"R",642,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217235,"R",1810,"R",0,"R",1810,"R",874,"R",48,"R",1053,"R",58,"R",0,"R",1810,"R",0,"R",1,"R",1053,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217323,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",515,"R",0,"R",515,"R",228,"R",44,"R",389,"R",76,"Z",0,"R",515,"R",0,"Z",0,"R",389,"R",76
217402,"R",1103,"R",1,"R",1102,"R",888,"R",81,"R",918,"R",83,"R",0,"R",1102,"R",5,"R",0,"R",923,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217420,"R",1093,"R",0,"R",1093,"R",203,"R",19,"R",518,"R",47,"R",0,"R",1093,"R",47,"R",9,"R",565,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217475,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1487,"R",1,"R",1486,"R",78,"R",5,"R",266,"R",18,"R",0,"R",1486,"R",104,"R",173,"R",370,"R",25
217484,"R",2731,"R",0,"R",2731,"R",1150,"R",42,"R",1716,"R",63,"R",1,"R",2730,"R",59,"R",15,"R",1775,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217493,"R",475,"R",1,"R",474,"R",322,"R",68,"R",426,"R",90,"R",0,"R",474,"R",3,"R",0,"R",429,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217518,"R",1012,"R",0,"R",1012,"R",555,"R",55,"R",644,"R",64,"R",0,"R",1012,"R",7,"R",1,"R",651,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217536,"R",592,"R",0,"R",592,"R",380,"R",64,"R",405,"R",68,"R",0,"R",592,"R",2,"R",0,"R",407,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217572,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",1,"R",50,"R",1,"R",50,"Z",0,"R",2,"R",0,"Z",0,"R",1,"R",50
217581,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",0,"R",0,"R",34,"R",87,"Z",0,"R",39,"R",0,"Z",0,"R",34,"R",87
217606,"R",46,"R",0,"R",46,"R",28,"R",61,"R",28,"R",61,"Z",0,"R",46,"R",0,"Z",0,"R",28,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217615,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",306,"R",0,"R",306,"R",17,"R",6,"R",37,"R",12,"R",2,"R",304,"R",27,"R",23,"R",64,"R",21
217624,"R",320,"R",0,"R",320,"R",30,"R",9,"R",59,"R",18,"R",0,"R",320,"R",3,"R",0,"R",62,"R",19,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217633,"R",506,"R",4,"R",502,"R",235,"R",47,"R",265,"R",53,"R",0,"R",502,"R",2,"R",2,"R",267,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217688,"R",637,"R",5,"R",632,"R",159,"R",25,"R",228,"R",36,"R",0,"R",632,"R",8,"R",2,"R",236,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217712,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",198,"R",9,"R",189,"R",15,"R",8,"R",24,"R",13,"R",0,"R",189,"R",10,"R",13,"R",34,"R",18
217721,"R",875,"R",0,"R",875,"R",82,"R",9,"R",189,"R",22,"R",0,"R",875,"R",1,"R",9,"R",190,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217749,"R",576,"R",0,"R",576,"R",289,"R",50,"R",348,"R",60,"R",0,"R",576,"R",6,"R",2,"R",354,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217776,"R",153,"R",0,"R",153,"R",77,"R",50,"R",92,"R",60,"R",1,"R",152,"R",1,"R",0,"R",93,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217794,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",69,"R",0,"R",69,"R",49,"R",71,"R",54,"R",78,"R",0,"R",69,"R",4,"R",0,"R",58,"R",84
217819,"R",2007,"R",6,"R",2001,"R",1162,"R",58,"R",1384,"R",69,"R",0,"R",2001,"R",20,"R",5,"R",1404,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217828,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",30,"R",56,"R",35,"R",65,"R",0,"R",54,"R",1,"R",0,"R",36,"R",67
217837,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",179,"R",0,"R",179,"R",20,"R",11,"R",34,"R",19,"R",2,"R",177,"R",4,"R",7,"R",38,"R",21
217864,"R",626,"R",9,"R",617,"R",371,"R",60,"R",428,"R",69,"R",0,"R",617,"R",9,"R",3,"R",437,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217873,"R",423,"R",0,"R",423,"R",171,"R",40,"R",237,"R",56,"Z",0,"R",423,"R",8,"R",0,"R",245,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217882,"R",2979,"R",2,"R",2977,"R",1755,"R",59,"R",2414,"R",81,"R",0,"R",2977,"R",31,"R",17,"R",2445,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217907,"R",187,"R",0,"R",187,"R",74,"R",40,"R",90,"R",48,"R",1,"R",186,"R",1,"R",1,"R",91,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217925,"R",106,"R",0,"R",106,"R",66,"R",62,"R",78,"R",74,"R",0,"R",106,"R",0,"R",1,"R",78,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217934,"R",209,"R",0,"R",209,"R",88,"R",42,"R",105,"R",50,"R",0,"R",209,"R",0,"R",2,"R",105,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217961,"R",168,"R",0,"R",168,"R",85,"R",51,"R",93,"R",55,"Z",0,"R",168,"R",0,"Z",0,"R",93,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
217989,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",301,"R",0,"R",301,"R",30,"R",10,"R",35,"R",12,"R",0,"R",301,"R",5,"R",3,"R",40,"R",13
217998,"R",144,"R",0,"R",144,"R",85,"R",59,"R",91,"R",63,"Z",0,"R",144,"R",0,"Z",0,"R",91,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218025,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",915,"R",1,"R",914,"R",62,"R",7,"R",109,"R",12,"R",0,"R",914,"R",31,"R",54,"R",140,"R",15
218043,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",10,"R",67,"R",11,"R",73,"Z",0,"R",15,"R",0,"Z",0,"R",11,"R",73
218061,"R",738,"R",1,"R",737,"R",130,"R",18,"R",296,"R",40,"R",0,"R",737,"R",23,"R",4,"R",319,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218070,"R",686,"R",0,"R",686,"R",538,"R",78,"R",576,"R",84,"Z",0,"R",686,"R",0,"Z",0,"R",576,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218113,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1418,"R",2,"R",1416,"R",73,"R",5,"R",167,"R",12,"R",1,"R",1415,"R",72,"R",110,"R",239,"R",17
218140,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",640,"R",2,"R",638,"R",96,"R",15,"R",185,"R",29,"R",0,"R",638,"R",30,"R",40,"R",215,"R",34
218159,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",1,"R",4,"R",18,"R",72,"Z",0,"R",25,"R",0,"Z",0,"R",18,"R",72
218195,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",1,"R",6,"R",10,"R",59,"Z",0,"R",17,"R",0,"Z",0,"R",10,"R",59
218229,"R",685,"R",0,"R",685,"R",195,"R",28,"R",294,"R",43,"R",0,"R",685,"R",20,"R",0,"R",314,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218238,"R",266,"R",0,"R",266,"R",52,"R",20,"R",89,"R",33,"R",0,"R",266,"R",5,"R",0,"R",94,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218353,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1676,"R",0,"R",1676,"R",50,"R",3,"R",147,"R",9,"R",0,"R",1676,"R",73,"R",122,"R",220,"R",13
218399,"R",319,"R",0,"R",319,"R",19,"R",6,"R",71,"R",22,"R",0,"R",319,"R",3,"R",0,"R",74,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218414,"R",288,"R",0,"R",288,"R",82,"R",28,"R",127,"R",44,"R",0,"R",288,"R",4,"R",0,"R",131,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218441,"R",481,"R",0,"R",481,"R",211,"R",44,"R",275,"R",57,"R",0,"R",481,"R",1,"R",2,"R",276,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218487,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",389,"R",0,"R",389,"R",39,"R",10,"R",73,"R",19,"R",0,"R",389,"R",26,"R",33,"R",99,"R",25
218520,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",584,"R",0,"R",584,"R",53,"R",9,"R",109,"R",19,"R",0,"R",584,"R",23,"R",38,"R",132,"R",23
218539,"R",304,"R",0,"R",304,"R",174,"R",57,"R",190,"R",63,"R",0,"R",304,"R",3,"R",0,"R",193,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
