UNITID,XUGPO9_N,UGPO9_N,XUGPO9_T,UGPO9_T,XUGPO9_A,UGPO9_A,XGPO9_N,GPO9_N,XGPO9_T,GPO9_T,XGPO9_A,GPO9_A,XPO9_N,PO9_N,XPO9_T,PO9_T,XPO9_A,PO9_A,XUGDOD_N,UGDOD_N,XUGDOD_T,UGDOD_T,XUGDOD_A,UGDOD_A,XGDOD_N,GDOD_N,XGDOD_T,GDOD_T,XGDOD_A,GDOD_A,XDOD_N,DOD_N,XDOD_T,DOD_T,XDOD_A,DOD_A   
205142,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
205179,"R",38,"R",339913,"R",8945,"A",,"A",,"A",,"R",38,"R",339913,"R",8945,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
205203,"R",2,"R",3750,"R",1875,"R",0,"R",0,"A",,"R",2,"R",3750,"R",1875,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
205391,"R",6,"R",137530,"R",22922,"A",,"A",,"A",,"R",6,"R",137530,"R",22922,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
205443,"R",7,"R",43482,"R",6212,"R",0,"R",0,"A",,"R",7,"R",43482,"R",6212,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
205470,"R",530,"R",1896485,"R",3578,"A",,"A",,"A",,"R",530,"R",1896485,"R",3578,"R",143,"R",124727,"R",872,"A",,"A",,"A",,"R",143,"R",124727,"R",872
205559,"R",2,"R",11664,"R",5832,"A",,"A",,"A",,"R",2,"R",11664,"R",5832,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
205841,"R",150,"R",751487,"R",5010,"A",,"A",,"A",,"R",150,"R",751487,"R",5010,"R",6,"R",10469,"R",1745,"A",,"A",,"A",,"R",6,"R",10469,"R",1745
205887,"R",10,"R",65488,"R",6549,"A",,"A",,"A",,"R",10,"R",65488,"R",6549,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
205957,"R",56,"R",1139205,"R",20343,"R",30,"R",132330,"R",4411,"R",86,"R",1271535,"R",14785,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
205966,"R",55,"R",199955,"R",3636,"A",,"A",,"A",,"R",55,"R",199955,"R",3636,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206011,"R",52,"R",146491,"R",2817,"A",,"A",,"A",,"R",52,"R",146491,"R",2817,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206039,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206048,"R",43,"R",465787,"R",10832,"R",25,"R",146001,"R",5840,"R",68,"R",611788,"R",8997,"R",6,"R",12000,"R",2000,"R",13,"R",35350,"R",2719,"R",19,"R",47350,"R",2492
206084,"R",257,"R",1940011,"R",7549,"R",30,"R",297483,"R",9916,"R",287,"R",2237494,"R",7796,"R",24,"R",64566,"R",2690,"R",5,"R",14809,"R",2962,"R",29,"R",79375,"R",2737
206154,"R",1,"R",2016,"R",2016,"R",1,"R",3365,"R",3365,"R",2,"R",5381,"R",2691,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
206172,"R",1,"R",593,"R",593,"A",,"A",,"A",,"R",1,"R",593,"R",593,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206181,"R",1,"R",9675,"R",9675,"A",,"A",,"A",,"R",1,"R",9675,"R",9675,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206279,"R",99,"R",917269,"R",9265,"R",13,"R",174999,"R",13461,"R",112,"R",1092268,"R",9752,"R",8,"R",26500,"R",3313,"R",0,"R",0,"A",,"R",8,"R",26500,"R",3313
206288,"A",,"A",,"A",,"R",11,"R",114239,"R",10385,"R",11,"R",114239,"R",10385,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
206321,"R",2,"R",15302,"R",7651,"A",,"A",,"A",,"R",2,"R",15302,"R",7651,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206330,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
206349,"R",15,"R",160019,"R",10668,"R",1,"R",16950,"R",16950,"R",16,"R",176969,"R",11061,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
206394,"R",7,"R",87698,"R",12528,"A",,"A",,"A",,"R",7,"R",87698,"R",12528,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206437,"R",22,"R",428575,"R",19481,"R",15,"R",110658,"R",7377,"R",37,"R",539233,"R",14574,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
206446,"R",22,"R",83984,"R",3817,"A",,"A",,"A",,"R",22,"R",83984,"R",3817,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206491,"R",10,"R",92360,"R",9236,"R",5,"R",93277,"R",18655,"R",15,"R",185637,"R",12376,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
206507,"R",16,"R",217429,"R",13589,"A",,"A",,"A",,"R",16,"R",217429,"R",13589,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206516,"A",,"A",,"A",,"R",3,"R",10504,"R",3501,"R",3,"R",10504,"R",3501,"A",,"A",,"A",,"R",1,"R",3000,"R",3000,"R",1,"R",3000,"R",3000
206525,"R",29,"R",521996,"R",18000,"R",0,"R",0,"A",,"R",29,"R",521996,"R",18000,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
206589,"R",11,"R",333513,"R",30319,"A",,"A",,"A",,"R",11,"R",333513,"R",30319,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206604,"R",510,"R",3511718,"R",6886,"R",103,"R",995937,"R",9669,"R",613,"R",4507655,"R",7353,"R",33,"R",68750,"R",2083,"R",45,"R",109206,"R",2427,"R",78,"R",177956,"R",2281
206613,"R",33,"R",126423,"R",3831,"R",0,"R",0,"A",,"R",33,"R",126423,"R",3831,"R",1,"R",750,"R",750,"R",0,"R",0,"A",,"R",1,"R",750,"R",750
206622,"R",116,"R",2672553,"R",23039,"R",85,"R",790127,"R",9296,"R",201,"R",3462680,"R",17227,"R",2,"R",7750,"R",3875,"R",8,"R",17250,"R",2156,"R",10,"R",25000,"R",2500
206695,"R",179,"R",1002391,"R",5600,"R",12,"R",85506,"R",7126,"R",191,"R",1087897,"R",5696,"R",31,"R",116148,"R",3747,"R",4,"R",12750,"R",3188,"R",35,"R",128898,"R",3683
206817,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206835,"R",28,"R",206595,"R",7378,"R",3,"R",19475,"R",6492,"R",31,"R",226070,"R",7293,"R",3,"R",7500,"R",2500,"R",0,"R",0,"A",,"R",3,"R",7500,"R",2500
206862,"R",63,"R",1322611,"R",20994,"R",40,"R",826045,"R",20651,"R",103,"R",2148656,"R",20861,"R",13,"R",58100,"R",4469,"R",31,"R",135568,"R",4373,"R",44,"R",193668,"R",4402
206880,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206905,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206914,"R",412,"R",1833993,"R",4451,"R",35,"R",120034,"R",3430,"R",447,"R",1954027,"R",4371,"R",57,"R",62700,"R",1100,"R",11,"R",23769,"R",2161,"R",68,"R",86469,"R",1272
206923,"R",10,"R",20739,"R",2074,"A",,"A",,"A",,"R",10,"R",20739,"R",2074,"R",5,"R",5735,"R",1147,"A",,"A",,"A",,"R",5,"R",5735,"R",1147
206932,"R",17,"R",176616,"R",10389,"A",,"A",,"A",,"R",17,"R",176616,"R",10389,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
206941,"R",481,"R",3069123,"R",6381,"R",49,"R",161044,"R",3287,"R",530,"R",3230167,"R",6095,"R",188,"R",801618,"R",4264,"R",0,"R",0,"A",,"R",188,"R",801618,"R",4264
206996,"R",32,"R",152230,"R",4757,"A",,"A",,"A",,"R",32,"R",152230,"R",4757,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207041,"R",115,"R",252591,"R",2196,"R",22,"R",27428,"R",1247,"R",137,"R",280019,"R",2044,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207050,"R",29,"R",92649,"R",3195,"A",,"A",,"A",,"R",29,"R",92649,"R",3195,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207069,"R",30,"R",70629,"R",2354,"A",,"A",,"A",,"R",30,"R",70629,"R",2354,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207087,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207102,"R",10,"R",86204,"R",8620,"A",,"A",,"A",,"R",10,"R",86204,"R",8620,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207157,"R",4,"R",39132,"R",9783,"R",1,"R",11930,"R",11930,"R",5,"R",51062,"R",10212,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207209,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207236,"R",25,"R",70872,"R",2835,"A",,"A",,"A",,"R",25,"R",70872,"R",2835,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207254,"R",257,"R",3611503,"R",14053,"A",,"A",,"A",,"R",257,"R",3611503,"R",14053,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207263,"R",111,"R",508399,"R",4580,"R",13,"R",45675,"R",3513,"R",124,"R",554074,"R",4468,"R",4,"R",8433,"R",2108,"R",2,"R",5328,"R",2664,"R",6,"R",13761,"R",2294
207272,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207281,"R",52,"R",111806,"R",2150,"A",,"A",,"A",,"R",52,"R",111806,"R",2150,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207290,"R",32,"R",207412,"R",6482,"A",,"A",,"A",,"R",32,"R",207412,"R",6482,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207306,"R",29,"R",139089,"R",4796,"R",3,"R",18072,"R",6024,"R",32,"R",157161,"R",4911,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207324,"R",53,"R",864020,"R",16302,"R",13,"R",106533,"R",8195,"R",66,"R",970553,"R",14705,"R",1,"R",4250,"R",4250,"R",0,"R",0,"A",,"R",1,"R",4250,"R",4250
207342,"R",27,"R",253209,"R",9378,"R",35,"R",448574,"R",12816,"R",62,"R",701783,"R",11319,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207351,"R",2,"R",11483,"R",5742,"A",,"A",,"A",,"R",2,"R",11483,"R",5742,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207388,"R",236,"R",1898147,"R",8043,"R",52,"R",312354,"R",6007,"R",288,"R",2210501,"R",7675,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207397,"R",270,"R",521442,"R",1931,"A",,"A",,"A",,"R",270,"R",521442,"R",1931,"R",30,"R",34617,"R",1154,"A",,"A",,"A",,"R",30,"R",34617,"R",1154
207403,"R",35,"R",441815,"R",12623,"R",0,"R",0,"A",,"R",35,"R",441815,"R",12623,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207449,"R",413,"R",836242,"R",2025,"A",,"A",,"A",,"R",413,"R",836242,"R",2025,"R",228,"R",286014,"R",1254,"A",,"A",,"A",,"R",228,"R",286014,"R",1254
207458,"R",61,"R",1229714,"R",20159,"R",48,"R",557157,"R",11607,"R",109,"R",1786871,"R",16393,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207500,"R",699,"R",6060580,"R",8670,"R",388,"R",1805844,"R",4654,"R",1087,"R",7866424,"R",7237,"R",147,"R",301137,"R",2049,"R",704,"R",1530721,"R",2174,"R",851,"R",1831858,"R",2153
207564,"R",89,"R",389898,"R",4381,"A",,"A",,"A",,"R",89,"R",389898,"R",4381,"R",2,"R",1418,"R",709,"A",,"A",,"A",,"R",2,"R",1418,"R",709
207582,"R",31,"R",518669,"R",16731,"R",8,"R",99321,"R",12415,"R",39,"R",617990,"R",15846,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207661,"R",128,"R",604797,"R",4725,"R",1,"R",2672,"R",2672,"R",129,"R",607469,"R",4709,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207670,"R",333,"R",596041,"R",1790,"A",,"A",,"A",,"R",333,"R",596041,"R",1790,"R",228,"R",119531,"R",524,"A",,"A",,"A",,"R",228,"R",119531,"R",524
207704,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207722,"R",23,"R",50134,"R",2180,"A",,"A",,"A",,"R",23,"R",50134,"R",2180,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207740,"R",3,"R",7355,"R",2452,"A",,"A",,"A",,"R",3,"R",7355,"R",2452,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207786,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207847,"R",85,"R",507265,"R",5968,"R",47,"R",149707,"R",3185,"R",132,"R",656972,"R",4977,"R",45,"R",53330,"R",1185,"R",82,"R",112252,"R",1369,"R",127,"R",165582,"R",1304
207856,"R",7,"R",58392,"R",8342,"R",0,"R",0,"A",,"R",7,"R",58392,"R",8342,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
207865,"R",57,"R",260543,"R",4571,"R",10,"R",88629,"R",8863,"R",67,"R",349172,"R",5212,"R",1,"R",1122,"R",1122,"R",0,"R",0,"A",,"R",1,"R",1122,"R",1122
207935,"R",365,"R",693445,"R",1900,"A",,"A",,"A",,"R",365,"R",693445,"R",1900,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207962,"R",141,"R",1610133,"R",11419,"A",,"A",,"A",,"R",141,"R",1610133,"R",11419,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
207971,"R",57,"R",1271942,"R",22315,"R",15,"R",186132,"R",12409,"R",72,"R",1458074,"R",20251,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
208017,"R",1,"R",6450,"R",6450,"A",,"A",,"A",,"R",1,"R",6450,"R",6450,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
208035,"R",186,"R",380780,"R",2047,"A",,"A",,"A",,"R",186,"R",380780,"R",2047,"R",268,"R",135119,"R",504,"A",,"A",,"A",,"R",268,"R",135119,"R",504
208044,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
208053,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
208187,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
208275,"R",44,"R",129470,"R",2943,"A",,"A",,"A",,"R",44,"R",129470,"R",2943,"R",3,"R",11770,"R",3923,"A",,"A",,"A",,"R",3,"R",11770,"R",3923
208318,"R",401,"R",5143246,"R",12826,"A",,"A",,"A",,"R",401,"R",5143246,"R",12826,"R",7,"R",6503,"R",929,"A",,"A",,"A",,"R",7,"R",6503,"R",929
208390,"R",233,"R",563078,"R",2417,"A",,"A",,"A",,"R",233,"R",563078,"R",2417,"R",40,"R",37826,"R",946,"A",,"A",,"A",,"R",40,"R",37826,"R",946
208406,"R",355,"R",689250,"R",1942,"A",,"A",,"A",,"R",355,"R",689250,"R",1942,"R",7,"R",3450,"R",493,"A",,"A",,"A",,"R",7,"R",3450,"R",493
208415,"R",40,"R",113432,"R",2836,"A",,"A",,"A",,"R",40,"R",113432,"R",2836,"R",10,"R",9290,"R",929,"A",,"A",,"A",,"R",10,"R",9290,"R",929
208433,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
208479,"R",21,"R",230591,"R",10981,"A",,"A",,"A",,"R",21,"R",230591,"R",10981,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
208488,"R",45,"R",756692,"R",16815,"R",84,"R",837788,"R",9974,"R",129,"R",1594480,"R",12360,"R",1,"R",1500,"R",1500,"R",2,"R",3000,"R",1500,"R",3,"R",4500,"R",1500
208512,"R",16,"R",200345,"R",12522,"A",,"A",,"A",,"R",16,"R",200345,"R",12522,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
208637,"R",14,"R",95358,"R",6811,"A",,"A",,"A",,"R",14,"R",95358,"R",6811,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
208646,"R",71,"R",457248,"R",6440,"R",3,"R",33958,"R",11319,"R",74,"R",491206,"R",6638,"R",29,"R",70913,"R",2445,"R",0,"R",0,"A",,"R",29,"R",70913,"R",2445
208725,"R",3,"R",38237,"R",12746,"R",0,"R",0,"A",,"R",3,"R",38237,"R",12746,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
208822,"R",69,"R",1116644,"R",16183,"R",26,"R",243399,"R",9362,"R",95,"R",1360043,"R",14316,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
208859,"R",2,"R",10372,"R",5186,"A",,"A",,"A",,"R",2,"R",10372,"R",5186,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209038,"R",155,"R",894618,"R",5772,"A",,"A",,"A",,"R",155,"R",894618,"R",5772,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209056,"R",9,"R",235248,"R",26139,"R",18,"R",388205,"R",21567,"R",27,"R",623453,"R",23091,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
209065,"R",14,"R",322738,"R",23053,"A",,"A",,"A",,"R",14,"R",322738,"R",23053,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209074,"R",164,"R",550461,"R",3356,"A",,"A",,"A",,"R",164,"R",550461,"R",3356,"R",3,"R",8951,"R",2984,"A",,"A",,"A",,"R",3,"R",8951,"R",2984
209083,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209153,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209205,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209241,"R",1,"R",21404,"R",21404,"R",1,"R",21404,"R",21404,"R",2,"R",42808,"R",21404,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
209250,"R",135,"R",574033,"R",4252,"A",,"A",,"A",,"R",135,"R",574033,"R",4252,"R",6,"R",10401,"R",1734,"A",,"A",,"A",,"R",6,"R",10401,"R",1734
209287,"R",24,"R",327932,"R",13664,"R",4,"R",35835,"R",8959,"R",28,"R",363767,"R",12992,"R",0,"R",0,"A",,"R",2,"R",3000,"R",1500,"R",2,"R",3000,"R",1500
209296,"R",0,"R",0,"A",,"R",10,"R",258444,"R",25844,"R",10,"R",258444,"R",25844,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
209409,"R",37,"R",502150,"R",13572,"R",18,"R",241300,"R",13406,"R",55,"R",743450,"R",13517,"R",1,"R",1500,"R",1500,"R",0,"R",0,"A",,"R",1,"R",1500,"R",1500
209490,"R",15,"R",165922,"R",11061,"R",25,"R",611574,"R",24463,"R",40,"R",777496,"R",19437,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
209506,"R",139,"R",1007883,"R",7251,"R",2,"R",21545,"R",10773,"R",141,"R",1029428,"R",7301,"R",15,"R",26697,"R",1780,"R",0,"R",0,"A",,"R",15,"R",26697,"R",1780
209533,"R",6,"R",79995,"R",13333,"R",1,"R",18505,"R",18505,"R",7,"R",98500,"R",14071,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
209542,"R",774,"R",6392314,"R",8259,"R",78,"R",725656,"R",9303,"R",852,"R",7117970,"R",8354,"R",201,"R",466275,"R",2320,"R",38,"R",104050,"R",2738,"R",239,"R",570325,"R",2386
209551,"R",288,"R",2522290,"R",8758,"R",49,"R",845430,"R",17254,"R",337,"R",3367720,"R",9993,"R",10,"R",20248,"R",2025,"R",0,"R",0,"A",,"R",10,"R",20248,"R",2025
209603,"R",12,"R",248836,"R",20736,"R",0,"R",0,"A",,"R",12,"R",248836,"R",20736,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
209612,"R",47,"R",1325731,"R",28207,"R",52,"R",1180563,"R",22703,"R",99,"R",2506294,"R",25316,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
209667,"R",1,"R",7500,"R",7500,"A",,"A",,"A",,"R",1,"R",7500,"R",7500,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209676,"R",1,"R",2150,"R",2150,"A",,"A",,"A",,"R",1,"R",2150,"R",2150,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209694,"R",1,"R",7500,"R",7500,"A",,"A",,"A",,"R",1,"R",7500,"R",7500,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209700,"R",1,"R",6841,"R",6841,"A",,"A",,"A",,"R",1,"R",6841,"R",6841,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209719,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
209746,"R",1213,"R",5976029,"R",4927,"A",,"A",,"A",,"R",1213,"R",5976029,"R",4927,"R",30,"R",40377,"R",1346,"A",,"A",,"A",,"R",30,"R",40377,"R",1346
209807,"R",733,"R",6215106,"R",8479,"R",106,"R",1229682,"R",11601,"R",839,"R",7444788,"R",8873,"R",24,"R",69385,"R",2891,"R",5,"R",13339,"R",2668,"R",29,"R",82724,"R",2853
209825,"R",51,"R",1920900,"R",37665,"R",6,"R",141011,"R",23502,"R",57,"R",2061911,"R",36174,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
209922,"R",11,"R",421026,"R",38275,"R",0,"R",0,"A",,"R",11,"R",421026,"R",38275,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
209940,"R",243,"R",2825810,"R",11629,"A",,"A",,"A",,"R",243,"R",2825810,"R",11629,"R",8,"R",30816,"R",3852,"A",,"A",,"A",,"R",8,"R",30816,"R",3852
210076,"R",86,"R",1004068,"R",11675,"A",,"A",,"A",,"R",86,"R",1004068,"R",11675,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210146,"R",135,"R",967544,"R",7167,"R",6,"R",47063,"R",7844,"R",141,"R",1014607,"R",7196,"R",5,"R",5280,"R",1056,"R",0,"R",0,"A",,"R",5,"R",5280,"R",1056
210155,"R",53,"R",191353,"R",3610,"A",,"A",,"A",,"R",53,"R",191353,"R",3610,"R",3,"R",3033,"R",1011,"A",,"A",,"A",,"R",3,"R",3033,"R",1011
210234,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210270,"R",79,"R",253456,"R",3208,"A",,"A",,"A",,"R",79,"R",253456,"R",3208,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210304,"R",5,"R",88141,"R",17628,"R",0,"R",0,"A",,"R",5,"R",88141,"R",17628,"R",1,"R",2750,"R",2750,"R",0,"R",0,"A",,"R",1,"R",2750,"R",2750
210331,"R",26,"R",545814,"R",20993,"R",8,"R",48898,"R",6112,"R",34,"R",594712,"R",17492,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
210340,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210368,"A",,"A",,"A",,"R",36,"R",342333,"R",9509,"R",36,"R",342333,"R",9509,"A",,"A",,"A",,"R",3,"R",10209,"R",3403,"R",3,"R",10209,"R",3403
210401,"R",22,"R",501717,"R",22805,"R",8,"R",182442,"R",22805,"R",30,"R",684159,"R",22805,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
210429,"R",101,"R",615798,"R",6097,"R",3,"R",31472,"R",10491,"R",104,"R",647270,"R",6224,"R",7,"R",19345,"R",2764,"R",0,"R",0,"A",,"R",7,"R",19345,"R",2764
210438,"R",0,"R",0,"A",,"R",33,"R",461995,"R",14000,"R",33,"R",461995,"R",14000,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
210474,"R",2,"R",31494,"R",15747,"A",,"A",,"A",,"R",2,"R",31494,"R",15747,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210492,"R",2,"R",40139,"R",20070,"R",0,"R",0,"A",,"R",2,"R",40139,"R",20070,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
210571,"R",3,"R",77660,"R",25887,"R",0,"R",0,"A",,"R",3,"R",77660,"R",25887,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
210599,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210605,"R",368,"R",990891,"R",2693,"A",,"A",,"A",,"R",368,"R",990891,"R",2693,"R",18,"R",15684,"R",871,"A",,"A",,"A",,"R",18,"R",15684,"R",871
