UNITID,XUGPO9_N,UGPO9_N,XUGPO9_T,UGPO9_T,XUGPO9_A,UGPO9_A,XGPO9_N,GPO9_N,XGPO9_T,GPO9_T,XGPO9_A,GPO9_A,XPO9_N,PO9_N,XPO9_T,PO9_T,XPO9_A,PO9_A,XUGDOD_N,UGDOD_N,XUGDOD_T,UGDOD_T,XUGDOD_A,UGDOD_A,XGDOD_N,GDOD_N,XGDOD_T,GDOD_T,XGDOD_A,GDOD_A,XDOD_N,DOD_N,XDOD_T,DOD_T,XDOD_A,DOD_A   
422695,"R",1,"R",6104,"R",6104,"R",0,"R",0,"A",,"R",1,"R",6104,"R",6104,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
422835,"R",25,"R",367138,"R",14686,"A",,"A",,"A",,"R",25,"R",367138,"R",14686,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
423120,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
423397,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
423412,"R",6,"R",45612,"R",7602,"A",,"A",,"A",,"R",6,"R",45612,"R",7602,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
423643,"A",,"A",,"A",,"R",48,"R",850877,"R",17727,"R",48,"R",850877,"R",17727,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
423652,"R",10,"R",44643,"R",4464,"A",,"A",,"A",,"R",10,"R",44643,"R",4464,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
425250,"R",13,"R",79852,"R",6142,"A",,"A",,"A",,"R",13,"R",79852,"R",6142,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
425986,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
426314,"R",5515,"R",29467170,"R",5343,"R",754,"R",3658721,"R",4852,"R",6269,"R",33125891,"R",5284,"R",8869,"R",14112314,"R",1591,"R",742,"R",1337138,"R",1802,"R",9611,"R",15449452,"R",1607
427308,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
427335,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
427894,"R",7,"R",75073,"R",10725,"A",,"A",,"A",,"R",7,"R",75073,"R",10725,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
427973,"R",7,"R",100152,"R",14307,"A",,"A",,"A",,"R",7,"R",100152,"R",14307,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
427982,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
427991,"R",15,"R",48607,"R",3240,"A",,"A",,"A",,"R",15,"R",48607,"R",3240,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
428000,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
428019,"R",1,"R",3175,"R",3175,"A",,"A",,"A",,"R",1,"R",3175,"R",3175,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
428055,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
428125,"R",3,"R",36675,"R",12225,"A",,"A",,"A",,"R",3,"R",36675,"R",12225,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
428143,"R",25,"R",344682,"R",13787,"A",,"A",,"A",,"R",25,"R",344682,"R",13787,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
428170,"R",16,"R",169651,"R",10603,"A",,"A",,"A",,"R",16,"R",169651,"R",10603,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
428259,"R",4,"R",38721,"R",9680,"R",2,"R",14498,"R",7249,"R",6,"R",53219,"R",8870,"R",1,"R",1000,"R",1000,"R",0,"R",0,"A",,"R",1,"R",1000,"R",1000
428268,"R",13,"R",101509,"R",7808,"R",28,"R",290760,"R",10384,"R",41,"R",392269,"R",9568,"R",0,"R",0,"A",,"R",1,"R",3001,"R",3001,"R",1,"R",3001,"R",3001
428392,"R",86,"R",244065,"R",2838,"A",,"A",,"A",,"R",86,"R",244065,"R",2838,"R",69,"R",51426,"R",745,"A",,"A",,"A",,"R",69,"R",51426,"R",745
429012,"R",1,"R",5213,"R",5213,"A",,"A",,"A",,"R",1,"R",5213,"R",5213,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
429094,"A",,"A",,"A",,"R",15,"R",84668,"R",5645,"R",15,"R",84668,"R",5645,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
429128,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430184,"R",256,"R",2519474,"R",9842,"R",76,"R",905322,"R",11912,"R",332,"R",3424796,"R",10316,"R",13,"R",40817,"R",3140,"R",6,"R",17417,"R",2903,"R",19,"R",58234,"R",3065
430218,"R",2,"R",23260,"R",11630,"A",,"A",,"A",,"R",2,"R",23260,"R",11630,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430227,"R",1,"R",15390,"R",15390,"A",,"A",,"A",,"R",1,"R",15390,"R",15390,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430245,"R",37,"R",183260,"R",4953,"A",,"A",,"A",,"R",37,"R",183260,"R",4953,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430254,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430306,"R",16,"R",130800,"R",8175,"A",,"A",,"A",,"R",16,"R",130800,"R",8175,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430342,"R",11,"R",122050,"R",11095,"A",,"A",,"A",,"R",11,"R",122050,"R",11095,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430403,"R",2,"R",17883,"R",8942,"A",,"A",,"A",,"R",2,"R",17883,"R",8942,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430485,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430564,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430582,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430670,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
430704,"R",0,"R",0,"A",,"R",6,"R",86067,"R",14345,"R",6,"R",86067,"R",14345,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
430795,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430810,"R",3,"R",57244,"R",19081,"R",1,"R",20940,"R",20940,"R",4,"R",78184,"R",19546,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
430883,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430908,"R",1,"R",6600,"R",6600,"A",,"A",,"A",,"R",1,"R",6600,"R",6600,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430935,"R",12,"R",48207,"R",4017,"A",,"A",,"A",,"R",12,"R",48207,"R",4017,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
430971,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431017,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431071,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431099,"R",1,"R",908,"R",908,"A",,"A",,"A",,"R",1,"R",908,"R",908,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431105,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431123,"R",12,"R",92478,"R",7707,"A",,"A",,"A",,"R",12,"R",92478,"R",7707,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431141,"R",100,"R",1161827,"R",11618,"A",,"A",,"A",,"R",100,"R",1161827,"R",11618,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431169,"R",1,"R",4048,"R",4048,"A",,"A",,"A",,"R",1,"R",4048,"R",4048,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431187,"R",1,"R",4000,"R",4000,"A",,"A",,"A",,"R",1,"R",4000,"R",4000,"R",1,"R",4000,"R",4000,"A",,"A",,"A",,"R",1,"R",4000,"R",4000
431196,"R",1,"R",5380,"R",5380,"A",,"A",,"A",,"R",1,"R",5380,"R",5380,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431266,"R",1,"R",827,"R",827,"A",,"A",,"A",,"R",1,"R",827,"R",827,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431275,"R",3,"R",6175,"R",2058,"A",,"A",,"A",,"R",3,"R",6175,"R",2058,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431284,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431558,"R",8,"R",19204,"R",2401,"A",,"A",,"A",,"R",8,"R",19204,"R",2401,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431600,"R",1,"R",12236,"R",12236,"A",,"A",,"A",,"R",1,"R",12236,"R",12236,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431628,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431716,"R",4,"R",22900,"R",5725,"A",,"A",,"A",,"R",4,"R",22900,"R",5725,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431770,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431929,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431956,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431965,"R",8,"R",133765,"R",16721,"A",,"A",,"A",,"R",8,"R",133765,"R",16721,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
431983,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
432074,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
432117,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
432223,"R",82,"R",675670,"R",8240,"R",20,"R",167631,"R",8382,"R",102,"R",843301,"R",8268,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
432269,"R",3,"R",18133,"R",6044,"A",,"A",,"A",,"R",3,"R",18133,"R",6044,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
432348,"A",,"A",,"A",,"R",4,"R",89011,"R",22253,"R",4,"R",89011,"R",22253,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
432384,"R",55,"R",751806,"R",13669,"A",,"A",,"A",,"R",55,"R",751806,"R",13669,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
432524,"R",4,"R",48126,"R",12032,"A",,"A",,"A",,"R",4,"R",48126,"R",12032,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
433004,"R",12,"R",242113,"R",20176,"R",0,"R",0,"A",,"R",12,"R",242113,"R",20176,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
433013,"R",13,"R",183169,"R",14090,"A",,"A",,"A",,"R",13,"R",183169,"R",14090,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
433040,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
433068,"R",97,"R",229013,"R",2361,"A",,"A",,"A",,"R",97,"R",229013,"R",2361,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
433101,"R",6,"R",62422,"R",10404,"A",,"A",,"A",,"R",6,"R",62422,"R",10404,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
433138,"R",2,"R",9268,"R",4634,"A",,"A",,"A",,"R",2,"R",9268,"R",4634,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
433165,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
433174,"R",7,"R",40594,"R",5799,"A",,"A",,"A",,"R",7,"R",40594,"R",5799,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
433387,"R",3317,"R",13826180,"R",4168,"R",843,"R",3378339,"R",4008,"R",4160,"R",17204519,"R",4136,"R",1511,"R",4795114,"R",3173,"R",314,"R",849351,"R",2705,"R",1825,"R",5644465,"R",3093
433420,"R",9,"R",92255,"R",10251,"R",0,"R",0,"A",,"R",9,"R",92255,"R",10251,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
433536,"R",34,"R",317712,"R",9344,"R",1,"R",4884,"R",4884,"R",35,"R",322596,"R",9217,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
433660,"R",226,"R",956780,"R",4234,"R",17,"R",123251,"R",7250,"R",243,"R",1080031,"R",4445,"R",8,"R",24876,"R",3110,"R",3,"R",12858,"R",4286,"R",11,"R",37734,"R",3430
433970,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434016,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434061,"R",182,"R",642243,"R",3529,"A",,"A",,"A",,"R",182,"R",642243,"R",3529,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434140,"R",116,"R",1209067,"R",10423,"A",,"A",,"A",,"R",116,"R",1209067,"R",10423,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434159,"R",72,"R",672137,"R",9335,"A",,"A",,"A",,"R",72,"R",672137,"R",9335,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434274,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434283,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434292,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434308,"R",16,"R",192695,"R",12043,"A",,"A",,"A",,"R",16,"R",192695,"R",12043,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434344,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434362,"R",7,"R",53002,"R",7572,"A",,"A",,"A",,"R",7,"R",53002,"R",7572,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434432,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434441,"A",,"A",,"A",,"R",1,"R",8735,"R",8735,"R",1,"R",8735,"R",8735,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
434469,"R",2,"R",22587,"R",11294,"A",,"A",,"A",,"R",2,"R",22587,"R",11294,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434496,"R",3,"R",45820,"R",15273,"A",,"A",,"A",,"R",3,"R",45820,"R",15273,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434520,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434539,"R",9,"R",103321,"R",11480,"A",,"A",,"A",,"R",9,"R",103321,"R",11480,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434584,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434672,"R",614,"R",5812270,"R",9466,"A",,"A",,"A",,"R",614,"R",5812270,"R",9466,"R",30,"R",31030,"R",1034,"A",,"A",,"A",,"R",30,"R",31030,"R",1034
434715,"A",,"A",,"A",,"R",19,"R",342104,"R",18005,"R",19,"R",342104,"R",18005,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
434751,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434821,"R",5,"R",51462,"R",10292,"A",,"A",,"A",,"R",5,"R",51462,"R",10292,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434830,"R",2,"R",20745,"R",10373,"A",,"A",,"A",,"R",2,"R",20745,"R",10373,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434900,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434937,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
434973,"R",20,"R",122526,"R",6126,"R",2,"R",1780,"R",890,"R",22,"R",124306,"R",5650,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
435000,"R",5,"R",22212,"R",4442,"R",25,"R",309727,"R",12389,"R",30,"R",331939,"R",11065,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
436003,"R",3,"R",33334,"R",11111,"A",,"A",,"A",,"R",3,"R",33334,"R",11111,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436030,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436094,"R",3,"R",12987,"R",4329,"R",4,"R",60874,"R",15219,"R",7,"R",73861,"R",10552,"R",1,"R",2250,"R",2250,"R",0,"R",0,"A",,"R",1,"R",2250,"R",2250
436100,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436261,"A",,"A",,"A",,"R",4,"R",49230,"R",12308,"R",4,"R",49230,"R",12308,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
436304,"R",33,"R",88275,"R",2675,"A",,"A",,"A",,"R",33,"R",88275,"R",2675,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436429,"R",760,"R",9976260,"R",13127,"A",,"A",,"A",,"R",760,"R",9976260,"R",13127,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436438,"R",12,"R",104161,"R",8680,"R",7,"R",51720,"R",7389,"R",19,"R",155881,"R",8204,"R",1,"R",2250,"R",2250,"R",0,"R",0,"A",,"R",1,"R",2250,"R",2250
436483,"R",9,"R",25752,"R",2861,"A",,"A",,"A",,"R",9,"R",25752,"R",2861,"R",1,"R",4290,"R",4290,"A",,"A",,"A",,"R",1,"R",4290,"R",4290
436553,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436599,"R",3,"R",45180,"R",15060,"A",,"A",,"A",,"R",3,"R",45180,"R",15060,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436614,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
436632,"R",9,"R",47605,"R",5289,"A",,"A",,"A",,"R",9,"R",47605,"R",5289,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436641,"R",5,"R",47057,"R",9411,"A",,"A",,"A",,"R",5,"R",47057,"R",9411,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436650,"R",6,"R",58501,"R",9750,"A",,"A",,"A",,"R",6,"R",58501,"R",9750,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436775,"R",8,"R",89749,"R",11219,"A",,"A",,"A",,"R",8,"R",89749,"R",11219,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436818,"R",15,"R",145268,"R",9685,"A",,"A",,"A",,"R",15,"R",145268,"R",9685,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
436827,"R",16,"R",153144,"R",9572,"A",,"A",,"A",,"R",16,"R",153144,"R",9572,"R",1,"R",3250,"R",3250,"A",,"A",,"A",,"R",1,"R",3250,"R",3250
436836,"R",12,"R",259753,"R",21646,"A",,"A",,"A",,"R",12,"R",259753,"R",21646,"R",1,"R",3250,"R",3250,"A",,"A",,"A",,"R",1,"R",3250,"R",3250
437097,"R",221,"R",1182045,"R",5349,"R",114,"R",363358,"R",3187,"R",335,"R",1545403,"R",4613,"R",696,"R",1594090,"R",2290,"R",179,"R",349028,"R",1950,"R",875,"R",1943118,"R",2221
437103,"R",129,"R",369149,"R",2862,"A",,"A",,"A",,"R",129,"R",369149,"R",2862,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437237,"R",9,"R",158724,"R",17636,"A",,"A",,"A",,"R",9,"R",158724,"R",17636,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437316,"R",10,"R",268505,"R",26851,"A",,"A",,"A",,"R",10,"R",268505,"R",26851,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437325,"R",9,"R",58038,"R",6449,"R",0,"R",0,"A",,"R",9,"R",58038,"R",6449,"R",1,"R",1500,"R",1500,"R",0,"R",0,"A",,"R",1,"R",1500,"R",1500
437556,"R",42,"R",364850,"R",8687,"A",,"A",,"A",,"R",42,"R",364850,"R",8687,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437608,"R",6,"R",55993,"R",9332,"A",,"A",,"A",,"R",6,"R",55993,"R",9332,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437635,"R",23,"R",222891,"R",9691,"A",,"A",,"A",,"R",23,"R",222891,"R",9691,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437705,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437723,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437732,"R",15,"R",137173,"R",9145,"A",,"A",,"A",,"R",15,"R",137173,"R",9145,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437750,"R",10,"R",82560,"R",8256,"A",,"A",,"A",,"R",10,"R",82560,"R",8256,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437769,"R",16,"R",135069,"R",8442,"A",,"A",,"A",,"R",16,"R",135069,"R",8442,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437778,"R",16,"R",161754,"R",10110,"A",,"A",,"A",,"R",16,"R",161754,"R",10110,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437857,"R",1,"R",12290,"R",12290,"A",,"A",,"A",,"R",1,"R",12290,"R",12290,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
437936,"R",9,"R",123521,"R",13725,"A",,"A",,"A",,"R",9,"R",123521,"R",13725,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
438151,"R",67,"R",946717,"R",14130,"R",1,"R",4000,"R",4000,"R",68,"R",950717,"R",13981,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
438179,"R",2,"R",31200,"R",15600,"A",,"A",,"A",,"R",2,"R",31200,"R",15600,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
438221,"R",9,"R",56538,"R",6282,"A",,"A",,"A",,"R",9,"R",56538,"R",6282,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
438258,"R",11,"R",144498,"R",13136,"A",,"A",,"A",,"R",11,"R",144498,"R",13136,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
438285,"R",18,"R",188946,"R",10497,"A",,"A",,"A",,"R",18,"R",188946,"R",10497,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
