UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
190585,"R",460,"R",30452422,"Z",0,"Z",0,"R",1,"R",128485,"R",70,"R",4583382,"R",81,"R",9354955,"R",19,"R",1336697,"R",38,"R",2349650,"R",51,"R",3333902,"R",1,"R",64630,"R",77,"R",2991473,"Z",0,"Z",0,"R",91,"R",3834155,"R",19,"R",1443680,"R",12,"R",1031413
190594,"R",972,"R",68941675,"Z",0,"Z",0,"R",2,"R",256970,"R",80,"R",6372865,"R",162,"R",19618619,"R",56,"R",4059667,"R",110,"R",7931442,"R",73,"R",5367503,"R",1,"R",78477,"R",217,"R",8344663,"Z",0,"Z",0,"R",195,"R",9799467,"R",46,"R",4277902,"R",30,"R",2834100
190600,"R",613,"R",45217881,"R",1,"R",124845,"R",1,"R",152375,"R",46,"R",3486734,"R",164,"R",18518486,"R",43,"R",3332448,"R",52,"R",3441829,"R",66,"R",4275349,"R",1,"R",51126,"R",99,"R",3656960,"Z",0,"Z",0,"R",93,"R",4366030,"R",21,"R",1715158,"R",26,"R",2096541
190619,"R",596,"R",40306627,"Z",0,"Z",0,"R",1,"R",100211,"R",63,"R",4401579,"R",112,"R",12543211,"R",27,"R",1961411,"R",69,"R",4305226,"R",57,"R",3806237,"R",1,"R",91728,"R",105,"R",3907447,"Z",0,"Z",0,"R",107,"R",4950246,"R",22,"R",1792482,"R",32,"R",2446849
190628,"R",757,"R",51589814,"Z",0,"Z",0,"Z",0,"Z",0,"R",95,"R",6729063,"R",148,"R",16462885,"R",39,"R",2776457,"R",108,"R",6847826,"R",100,"R",7036130,"R",1,"R",65817,"R",106,"R",4086929,"Z",0,"Z",0,"R",158,"R",7488796,"Z",0,"Z",0,"R",2,"R",95911
190637,"R",604,"R",44564218,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",4027717,"R",130,"R",15682219,"R",26,"R",1972294,"R",67,"R",4773905,"R",51,"R",3963945,"R",1,"R",92649,"R",96,"R",3710847,"Z",0,"Z",0,"R",126,"R",5622365,"R",23,"R",1819833,"R",30,"R",2898444
190646,"R",433,"R",30179429,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",2683961,"R",87,"R",10147048,"R",31,"R",2164896,"R",42,"R",2660419,"R",53,"R",3538827,"Z",0,"Z",0,"R",80,"R",2773591,"Z",0,"Z",0,"R",68,"R",3281888,"R",15,"R",1335240,"R",18,"R",1593559
190655,"R",571,"R",36287968,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",3767706,"R",74,"R",8572408,"R",19,"R",1439719,"R",69,"R",4294390,"R",55,"R",3764147,"Z",0,"Z",0,"R",115,"R",4272140,"Z",0,"Z",0,"R",144,"R",6331823,"R",21,"R",1811529,"R",20,"R",2034106
190664,"R",683,"R",48487416,"Z",0,"Z",0,"Z",0,"Z",0,"R",51,"R",4067410,"R",123,"R",14920191,"R",33,"R",2542735,"R",80,"R",5502075,"R",53,"R",4097164,"R",2,"R",157662,"R",111,"R",4049286,"Z",0,"Z",0,"R",163,"R",6924085,"R",28,"R",2389366,"R",39,"R",3837442
190673,"R",629,"R",43693124,"Z",0,"Z",0,"Z",0,"Z",0,"R",73,"R",5008288,"R",112,"R",13263345,"R",22,"R",1777698,"R",64,"R",4369400,"R",83,"R",5522944,"R",1,"R",91728,"R",106,"R",4125579,"Z",0,"Z",0,"R",119,"R",5461635,"R",23,"R",2013552,"R",26,"R",2058955
190682,"R",99,"R",9201713,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",1383546,"R",39,"R",4982603,"R",9,"R",668965,"R",9,"R",657820,"R",4,"R",337491,"Z",0,"Z",0,"R",1,"R",47030,"Z",0,"Z",0,"R",22,"R",987536,"Z",0,"Z",0,"R",2,"R",136722
190691,"R",408,"R",28756043,"Z",0,"Z",0,"Z",0,"Z",0,"R",46,"R",3367202,"R",69,"R",8255576,"R",22,"R",1655118,"R",53,"R",3599898,"R",35,"R",2565928,"R",1,"R",51153,"R",69,"R",2758802,"Z",0,"Z",0,"R",79,"R",3413647,"R",17,"R",1545439,"R",17,"R",1543280
190716,"R",235,"R",14532128,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",3176955,"R",81,"R",7011232,"R",6,"R",318048,"R",18,"R",884069,"R",8,"R",360216,"R",3,"R",166507,"Z",0,"Z",0,"Z",0,"Z",0,"R",67,"R",2344468,"R",7,"R",270633,"Z",0,"Z",0
190725,"R",229,"R",10180553,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",205455,"R",48,"R",3749111,"R",23,"R",1082156,"R",18,"R",808501,"R",20,"R",838074,"R",7,"R",289078,"R",45,"R",1129025,"Z",0,"Z",0,"R",56,"R",1883836,"R",4,"R",101920,"R",3,"R",93397
190752,"R",11,"R",424005,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",133613,"R",1,"R",68592,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",187000,"Z",0,"Z",0,"R",2,"R",34800,"Z",0,"Z",0,"Z",0,"Z",0
190761,"R",141,"R",8650190,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1188243,"R",38,"R",3719004,"R",12,"R",564575,"R",8,"R",438100,"R",10,"R",587250,"R",4,"R",242450,"R",6,"R",266897,"Z",0,"Z",0,"R",31,"R",1243963,"R",7,"R",399708,"Z",0,"Z",0
190840,"R",233,"R",15053793,"Z",0,"Z",0,"Z",0,"Z",0,"R",53,"R",3743309,"R",16,"R",2003624,"R",30,"R",2084905,"R",19,"R",1581003,"R",9,"R",531725,"R",3,"R",193670,"R",47,"R",2100057,"Z",0,"Z",0,"R",43,"R",2091120,"R",10,"R",584893,"R",3,"R",139487
190956,"R",5,"R",374780,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",158500,"R",2,"R",216280,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
190974,"R",10,"R",575700,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",113165,"R",4,"R",373279,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40391,"R",2,"R",48865,"Z",0,"Z",0,"Z",0,"Z",0
190983,"R",156,"R",7402334,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",814070,"R",18,"R",1618626,"R",5,"R",383444,"R",10,"R",587029,"R",29,"R",1483519,"R",1,"R",55000,"R",40,"R",1151753,"Z",0,"Z",0,"R",25,"R",947056,"R",8,"R",284149,"R",2,"R",77688
191083,"R",498,"R",27062318,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1024815,"R",89,"R",7700039,"R",24,"R",1428692,"R",85,"R",4468625,"R",50,"R",3185710,"R",3,"R",186686,"R",104,"R",4295554,"Z",0,"Z",0,"R",120,"R",4772197,"Z",0,"Z",0,"Z",0,"Z",0
191126,"R",621,"R",54702665,"Z",0,"Z",0,"Z",0,"Z",0,"R",82,"R",5030025,"R",65,"R",10807008,"R",37,"R",3585505,"R",118,"R",10322798,"R",17,"R",1902092,"Z",0,"Z",0,"R",16,"R",1064109,"Z",0,"Z",0,"R",274,"R",20989827,"R",12,"R",1001301,"Z",0,"Z",0
191199,"R",219,"R",12829598,"Z",0,"Z",0,"Z",0,"Z",0,"R",69,"R",3987890,"R",17,"R",1913394,"R",7,"R",531607,"R",20,"R",1185131,"R",21,"R",1168648,"R",1,"R",70380,"R",26,"R",1234817,"Z",0,"Z",0,"R",48,"R",2149985,"R",10,"R",587746,"Z",0,"Z",0
191205,"R",56,"R",3286828,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",1098522,"R",5,"R",764530,"R",4,"R",203650,"R",4,"R",253528,"R",4,"R",144473,"Z",0,"Z",0,"R",3,"R",106963,"R",7,"R",328762,"R",1,"R",38499,"R",8,"R",347901,"Z",0,"Z",0
191241,"R",1491,"R",125147086,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",2757536,"R",541,"R",60453832,"R",24,"R",2534950,"R",72,"R",6253012,"R",113,"R",9625298,"R",16,"R",1020823,"R",220,"R",13289884,"R",2,"R",117000,"R",401,"R",23536991,"R",63,"R",5557760,"Z",0,"Z",0
191302,"R",102,"R",5355918,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",1757102,"R",22,"R",1888332,"Z",0,"Z",0,"R",3,"R",124114,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",652186,"Z",0,"Z",0,"R",27,"R",934184,"Z",0,"Z",0,"Z",0,"Z",0
191320,"R",25,"R",1610597,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",414439,"R",5,"R",628188,"R",6,"R",415970,"R",1,"R",55000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",97000,"Z",0,"Z",0,"Z",0,"Z",0
191339,"R",210,"R",10773495,"Z",0,"Z",0,"Z",0,"Z",0,"R",56,"R",2429921,"R",44,"R",3940303,"R",13,"R",596613,"R",4,"R",166741,"R",10,"R",455125,"R",1,"R",39340,"R",29,"R",1073641,"Z",0,"Z",0,"R",44,"R",1627454,"R",9,"R",444357,"Z",0,"Z",0
191515,"R",453,"R",30065435,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",2625199,"R",73,"R",9294957,"R",38,"R",2635869,"R",42,"R",2730008,"R",78,"R",5313292,"R",9,"R",509292,"R",88,"R",3139785,"Z",0,"Z",0,"R",59,"R",2168860,"R",32,"R",1610772,"R",1,"R",37401
191533,"R",177,"R",9258972,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",1321733,"R",31,"R",3219898,"R",7,"R",372975,"R",15,"R",898085,"R",38,"R",1650696,"R",4,"R",181440,"R",15,"R",570158,"Z",0,"Z",0,"R",37,"R",1043987,"Z",0,"Z",0,"Z",0,"Z",0
191597,"R",19,"R",1501522,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",348118,"R",8,"R",896763,"R",2,"R",84075,"R",1,"R",56179,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",116387,"Z",0,"Z",0,"Z",0,"Z",0
191612,"R",123,"R",6169896,"R",2,"R",98204,"Z",0,"Z",0,"R",6,"R",274679,"R",25,"R",2018097,"R",1,"R",60544,"R",8,"R",368308,"R",10,"R",451067,"R",1,"R",64860,"R",18,"R",691806,"Z",0,"Z",0,"R",50,"R",2049277,"R",2,"R",93054,"Z",0,"Z",0
191621,"R",78,"R",3749779,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",981079,"R",21,"R",1478003,"R",4,"R",176632,"R",5,"R",299738,"R",4,"R",190214,"Z",0,"Z",0,"R",5,"R",119080,"R",2,"R",105885,"R",4,"R",151796,"R",9,"R",247352,"Z",0,"Z",0
191630,"R",349,"R",22620391,"Z",0,"Z",0,"R",5,"R",258795,"R",43,"R",2439426,"R",60,"R",6821485,"R",29,"R",1913405,"R",34,"R",2241633,"R",77,"R",4658822,"R",10,"R",678745,"R",28,"R",1153631,"R",4,"R",127602,"R",54,"R",2108601,"Z",0,"Z",0,"R",5,"R",218246
191649,"R",1236,"R",96132176,"Z",0,"Z",0,"Z",0,"Z",0,"R",90,"R",5941158,"R",240,"R",30283345,"R",148,"R",10137094,"R",82,"R",7343976,"R",147,"R",9850436,"R",12,"R",797661,"R",197,"R",12610307,"Z",0,"Z",0,"R",230,"R",11304335,"R",72,"R",6492366,"R",18,"R",1371498
191676,"R",114,"R",5156725,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",419614,"R",22,"R",1714930,"R",15,"R",767728,"R",8,"R",363916,"R",24,"R",920357,"R",2,"R",78207,"R",8,"R",233307,"Z",0,"Z",0,"R",23,"R",627490,"R",1,"R",31176,"Z",0,"Z",0
191719,"R",336,"R",17919491,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1341169,"R",36,"R",3350504,"R",29,"R",1486851,"R",27,"R",1761850,"R",20,"R",1265151,"R",1,"R",75494,"R",96,"R",3824600,"R",5,"R",327833,"R",97,"R",4280788,"R",2,"R",120251,"R",2,"R",85000
191931,"R",371,"R",24530194,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"R",2702146,"R",57,"R",7522499,"R",21,"R",1507511,"R",25,"R",1875726,"R",59,"R",4209711,"R",5,"R",256657,"R",87,"R",2893669,"Z",0,"Z",0,"R",49,"R",2229807,"R",24,"R",1332468,"Z",0,"Z",0
191959,"R",6,"R",565500,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",371000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",194500,"Z",0,"Z",0,"Z",0,"Z",0
191968,"R",777,"R",47379008,"Z",0,"Z",0,"Z",0,"Z",0,"R",31,"R",1707063,"R",86,"R",10978558,"R",73,"R",4702552,"R",72,"R",5082631,"R",135,"R",8049763,"R",3,"R",323123,"R",184,"R",7643274,"R",6,"R",224643,"R",142,"R",6133970,"R",41,"R",2332405,"R",4,"R",201026
191986,"R",145,"R",7883006,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",208768,"R",46,"R",3120772,"R",7,"R",362520,"R",18,"R",940108,"R",8,"R",268752,"R",2,"R",86750,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",1913552,"R",22,"R",981784,"Z",0,"Z",0
192004,"R",9,"R",566854,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",451734,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40400,"R",2,"R",74720,"Z",0,"Z",0
192022,"R",132,"R",7196952,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1209561,"R",16,"R",1491985,"R",8,"R",366894,"R",19,"R",966264,"R",5,"R",232087,"R",2,"R",101709,"R",18,"R",751030,"Z",0,"Z",0,"R",43,"R",2077422,"Z",0,"Z",0,"Z",0,"Z",0
192040,"R",158,"R",13087670,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",1245144,"R",50,"R",6745164,"R",18,"R",1277718,"R",6,"R",409793,"R",9,"R",845035,"Z",0,"Z",0,"R",22,"R",832142,"Z",0,"Z",0,"R",36,"R",1732674,"Z",0,"Z",0,"Z",0,"Z",0
192110,"R",329,"R",25701830,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",1007588,"R",115,"R",14172948,"R",10,"R",827181,"R",9,"R",649685,"R",19,"R",1392234,"R",2,"R",179154,"R",50,"R",2077170,"R",5,"R",213425,"R",64,"R",3109830,"R",13,"R",805427,"R",24,"R",1267188
192165,"R",4,"R",129997,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",32809,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",97188,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
192192,"R",162,"R",8072112,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",747223,"R",24,"R",2088083,"R",15,"R",920455,"R",16,"R",800072,"R",43,"R",1966929,"R",4,"R",163072,"R",3,"R",91853,"Z",0,"Z",0,"R",35,"R",1171102,"Z",0,"Z",0,"R",4,"R",123323
192271,"R",125,"R",10398266,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",2586061,"R",43,"R",5540193,"R",9,"R",634415,"R",9,"R",688538,"R",1,"R",75000,"Z",0,"Z",0,"R",7,"R",291527,"Z",0,"Z",0,"R",11,"R",582532,"Z",0,"Z",0,"Z",0,"Z",0
192323,"R",294,"R",18296370,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",2078979,"R",63,"R",6604147,"R",26,"R",1509882,"R",11,"R",628825,"R",52,"R",2702146,"R",5,"R",282522,"R",21,"R",905445,"Z",0,"Z",0,"R",50,"R",2196456,"R",27,"R",1387968,"Z",0,"Z",0
192448,"R",650,"R",22082095,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1587352,"R",289,"R",11766733,"R",2,"R",76640,"R",26,"R",701335,"R",95,"R",1872263,"R",16,"R",451107,"R",26,"R",1514857,"R",6,"R",210497,"R",153,"R",3367742,"R",9,"R",468075,"R",2,"R",65494
192509,"R",64,"R",3129692,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1049200,"R",11,"R",1130655,"R",1,"R",60000,"R",3,"R",195250,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",384522,"R",1,"R",35000,"R",8,"R",275065,"Z",0,"Z",0,"Z",0,"Z",0
192624,"R",5,"R",168199,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",119999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",26000,"Z",0,"Z",0,"R",1,"R",22200,"Z",0,"Z",0,"Z",0,"Z",0
192688,"R",32,"R",2148500,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",270000,"R",5,"R",1125000,"R",7,"R",312000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",81000,"R",3,"R",165000,"R",8,"R",195500,"Z",0,"Z",0,"Z",0,"Z",0
192703,"R",433,"R",32509842,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",464370,"R",159,"R",16051948,"R",27,"R",1907470,"R",25,"R",1905782,"R",41,"R",3751631,"R",1,"R",125000,"R",77,"R",2972953,"Z",0,"Z",0,"R",66,"R",3751631,"R",28,"R",1579057,"Z",0,"Z",0
192712,"R",116,"R",8846579,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1538916,"R",22,"R",3416325,"R",10,"R",600100,"R",6,"R",432650,"R",12,"R",747342,"R",1,"R",65000,"R",15,"R",899121,"R",1,"R",49700,"R",20,"R",1097425,"Z",0,"Z",0,"Z",0,"Z",0
192749,"R",183,"R",11985006,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",534117,"R",71,"R",6409989,"R",4,"R",240019,"R",2,"R",129540,"R",30,"R",1405052,"R",4,"R",241125,"R",4,"R",156822,"Z",0,"Z",0,"R",48,"R",2310100,"R",11,"R",558242,"Z",0,"Z",0
192785,"R",45,"R",2782404,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",764735,"R",12,"R",1127171,"R",7,"R",409848,"R",2,"R",87419,"R",1,"R",47277,"Z",0,"Z",0,"R",4,"R",156000,"Z",0,"Z",0,"R",4,"R",189954,"Z",0,"Z",0,"Z",0,"Z",0
192819,"R",624,"R",43563245,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",513286,"R",151,"R",16314670,"R",29,"R",2340842,"R",50,"R",3757405,"R",95,"R",5670473,"R",11,"R",693151,"R",141,"R",7289883,"Z",0,"Z",0,"R",118,"R",5626884,"R",20,"R",1315642,"R",1,"R",41009
192864,"R",182,"R",13520820,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",364382,"R",40,"R",5329286,"R",21,"R",1539894,"R",26,"R",1757486,"R",35,"R",1887792,"Z",0,"Z",0,"R",23,"R",1132077,"R",1,"R",70000,"R",29,"R",1439903,"Z",0,"Z",0,"Z",0,"Z",0
192925,"R",157,"R",7570530,"R",2,"R",114383,"Z",0,"Z",0,"R",41,"R",1638480,"R",26,"R",2169595,"R",8,"R",335491,"R",13,"R",569909,"R",16,"R",695905,"R",8,"R",316027,"R",7,"R",207272,"R",16,"R",773463,"R",20,"R",750005,"Z",0,"Z",0,"Z",0,"Z",0
192961,"R",5,"R",295463,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",158583,"R",1,"R",101000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",35880,"Z",0,"Z",0,"Z",0,"Z",0
193016,"R",407,"R",27723778,"Z",0,"Z",0,"Z",0,"Z",0,"R",223,"R",11934417,"R",50,"R",8051252,"R",37,"R",2487850,"R",18,"R",961667,"R",26,"R",1728437,"R",4,"R",202530,"R",8,"R",502662,"Z",0,"Z",0,"R",39,"R",1677813,"R",2,"R",177150,"Z",0,"Z",0
193052,"R",4,"R",124520,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",49000,"R",1,"R",35520,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",40000,"Z",0,"Z",0,"Z",0,"Z",0
193061,"R",1,"R",33489,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",33489,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
193070,"R",2,"R",109733,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",109733,"Z",0,"Z",0,"Z",0,"Z",0
193201,"R",26,"R",1443676,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",709817,"R",1,"R",90100,"Z",0,"Z",0,"R",2,"R",112687,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",427700,"R",2,"R",103372,"Z",0,"Z",0,"Z",0,"Z",0
193247,"R",12,"R",445092,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",204511,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",55769,"Z",0,"Z",0,"R",2,"R",50065,"R",5,"R",134747,"Z",0,"Z",0
193283,"R",280,"R",15008931,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",1944943,"R",51,"R",4692613,"R",10,"R",551555,"R",12,"R",711644,"R",42,"R",2147694,"R",3,"R",153448,"R",56,"R",2077113,"Z",0,"Z",0,"R",63,"R",2573561,"R",2,"R",109135,"R",1,"R",47225
193292,"R",343,"R",21512109,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",2046065,"R",70,"R",8378838,"R",40,"R",2539517,"R",18,"R",961654,"R",20,"R",1090826,"R",2,"R",139047,"R",46,"R",1674534,"Z",0,"Z",0,"R",93,"R",3776456,"R",15,"R",848797,"R",1,"R",56375
193308,"R",304,"R",21618676,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",211355,"R",38,"R",5500546,"R",16,"R",1269056,"R",8,"R",537103,"R",124,"R",8255040,"Z",0,"Z",0,"R",65,"R",3067033,"Z",0,"Z",0,"R",50,"R",2778543,"Z",0,"Z",0,"Z",0,"Z",0
193326,"R",606,"R",35605375,"Z",0,"Z",0,"Z",0,"Z",0,"R",77,"R",3560242,"R",108,"R",9704512,"R",38,"R",2518036,"R",54,"R",3569652,"R",37,"R",2526189,"R",3,"R",180800,"R",109,"R",4688504,"Z",0,"Z",0,"R",133,"R",6323430,"R",36,"R",2008352,"R",11,"R",525658
193353,"R",245,"R",12156111,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1152607,"R",46,"R",4103233,"R",1,"R",65545,"R",17,"R",941386,"R",39,"R",1716292,"R",7,"R",367074,"R",61,"R",1967893,"Z",0,"Z",0,"R",48,"R",1744903,"R",2,"R",97178,"Z",0,"Z",0
193380,"R",5,"R",412450,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",191000,"R",1,"R",221450,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
193399,"R",215,"R",12212250,"R",1,"R",61046,"Z",0,"Z",0,"R",4,"R",320436,"R",32,"R",3710622,"R",11,"R",706410,"R",9,"R",726107,"R",27,"R",1507580,"R",2,"R",117000,"R",83,"R",3005440,"R",6,"R",135711,"R",27,"R",1367145,"R",13,"R",554753,"Z",0,"Z",0
193478,"R",591,"R",43908796,"Z",0,"Z",0,"Z",0,"Z",0,"R",92,"R",8488328,"R",51,"R",6434275,"R",36,"R",2637810,"R",100,"R",8594879,"R",1,"R",80971,"R",2,"R",141162,"R",84,"R",4410210,"Z",0,"Z",0,"R",189,"R",10555985,"R",30,"R",2090540,"R",6,"R",474636
193584,"R",271,"R",15801691,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1432122,"R",49,"R",5473575,"R",28,"R",1509263,"R",28,"R",1533141,"R",58,"R",2949054,"R",7,"R",323957,"R",14,"R",521198,"R",1,"R",49175,"R",60,"R",1991569,"Z",0,"Z",0,"R",1,"R",18637
193645,"R",170,"R",10068570,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",794355,"R",51,"R",4424771,"R",2,"R",117360,"R",13,"R",789296,"R",6,"R",357906,"Z",0,"Z",0,"R",32,"R",1027567,"Z",0,"Z",0,"R",50,"R",2512315,"R",1,"R",45000,"Z",0,"Z",0
193654,"R",1029,"R",78533282,"Z",0,"Z",0,"Z",0,"Z",0,"R",65,"R",3884745,"R",433,"R",43454424,"R",102,"R",6544164,"R",59,"R",4820873,"R",26,"R",1653596,"R",4,"R",442060,"R",132,"R",5921481,"Z",0,"Z",0,"R",127,"R",6826067,"R",80,"R",4929622,"R",1,"R",56250
193751,"R",136,"R",8383635,"R",1,"R",81603,"Z",0,"Z",0,"R",14,"R",773742,"R",34,"R",3985293,"R",7,"R",363803,"R",11,"R",618623,"R",2,"R",88150,"Z",0,"Z",0,"R",13,"R",385050,"Z",0,"Z",0,"R",48,"R",1799707,"R",6,"R",287664,"Z",0,"Z",0
193821,"R",101,"R",9185538,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",2086370,"R",27,"R",4007859,"R",9,"R",810108,"R",1,"R",73542,"R",9,"R",696000,"Z",0,"Z",0,"R",4,"R",212494,"Z",0,"Z",0,"R",24,"R",1299165,"Z",0,"Z",0,"Z",0,"Z",0
193830,"R",175,"R",10756661,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",471233,"R",20,"R",2180955,"R",42,"R",1962750,"R",12,"R",956124,"R",1,"R",55200,"R",2,"R",187272,"R",26,"R",1294104,"Z",0,"Z",0,"R",65,"R",3649023,"Z",0,"Z",0,"Z",0,"Z",0
